Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Monthly Charges,Total Charges,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Charges Per Month,Num Services,Tenure Group,High Value Customer,Auto Payment,Churn Probability,SHAP Magnitude,Actual Churn,Risk Tier
1,0,1,1,0.5515196421854057,1,0,1,0,1,1,0,0,1,0,-0.2644737243976795,0.1205623382369009,1,0,0,0,0,0,1,-0.1547424389233897,4,2,0,0,0.0174,0.2243,0,Low
0,1,0,0,-0.1821794813762187,1,1,0,0,1,1,1,1,0,1,1.2787536278248042,0.2663956490907003,0,1,0,0,0,1,0,1.3292841797873511,6,2,1,0,0.7265,0.1789,1,High
0,1,0,0,0.5515196421854057,1,1,0,1,1,0,1,1,0,1,1.3170017195285944,1.1369395576573826,0,1,0,0,0,1,0,1.454348135046982,6,2,1,0,0.7687,0.1638,0,High
0,0,0,0,1.24445770332694,1,1,1,1,1,0,1,0,2,0,1.102479813885598,1.7345671567575385,0,1,0,0,1,0,0,1.2465647133164135,6,3,1,1,0.0472,0.2254,0,Low
1,0,1,0,0.4699975173452252,0,0,0,1,1,0,1,1,2,0,-0.3509476708584221,0.0457155036087143,1,0,0,1,0,0,0,-0.1990564388185346,4,2,0,1,0.2051,0.1876,0,Low
1,0,1,0,-0.0191352316958577,1,1,0,1,0,0,1,1,0,1,1.1307501425362254,0.3790078184914937,0,1,0,0,1,0,0,1.186494624569662,5,2,1,1,0.694,0.172,0,High
1,1,1,0,-1.1604449794583849,0,0,0,0,1,0,0,0,0,1,-1.1624723991823145,-0.9567423663716298,1,0,0,0,0,1,0,-1.1664146439369936,1,0,0,0,0.8628,0.141,0,High
1,0,1,1,-0.1821794813762187,1,0,0,0,1,0,1,0,0,0,0.6850767261616291,0.0013544707654244,0,1,0,0,0,1,0,0.6491463443596457,3,2,0,0,0.0582,0.2027,0,Low
0,0,0,0,-0.5897901055771212,1,1,0,0,0,1,1,0,0,1,0.781528435675534,-0.2856797208590858,0,1,0,0,0,1,0,0.8894266993466537,4,1,0,0,0.6358,0.1382,1,High
0,0,0,0,0.5107585797653155,1,0,1,0,1,1,1,1,2,0,0.558691727488236,0.5875995273757058,1,0,0,1,0,0,0,0.6396270406784667,6,2,0,1,0.0208,0.2027,0,Low
0,0,0,0,0.8368470791260375,1,0,0,1,1,1,0,1,1,1,0.9844096177565071,1.2158673425968611,0,1,0,0,1,0,0,1.122485513610008,5,3,1,1,0.1682,0.1637,0,Low
1,0,0,0,-0.2637016062163992,1,0,0,0,0,0,0,0,1,0,-1.5116941060430058,-0.777048197529541,0,0,1,0,0,0,1,-1.3039521695374805,1,2,0,0,0.0212,0.2118,0,Low
0,0,0,0,0.0216258307242325,1,1,0,1,0,0,1,1,0,1,1.1689982342400156,0.4560826313977369,0,1,0,0,0,1,0,1.2629773058701712,5,2,1,0,0.8404,0.1597,0,High
0,1,1,0,0.0623868931443227,1,1,0,1,1,0,0,1,0,1,0.9777577757210656,0.4106186390108546,0,1,0,0,0,1,0,1.074888995204112,5,2,1,0,0.6302,0.1491,1,High
0,1,1,0,-0.2229405437963089,1,0,1,0,1,0,1,1,0,1,1.2105722469615263,0.2063064131557812,0,1,0,0,0,1,0,1.2862831872965068,5,2,1,0,0.5888,0.1692,1,Medium
1,0,1,0,1.6113072651077522,0,0,1,1,1,1,0,0,2,0,-0.6519435229621608,0.3763165972051281,1,0,0,0,1,0,0,-0.5309190602555085,4,3,0,1,0.0191,0.2289,0,Low
0,0,1,0,-1.2419671042985652,1,0,1,0,0,0,0,0,0,1,0.3175624537034729,-0.9474113286328372,0,1,0,0,0,1,0,-0.4173439197835075,2,0,0,0,0.4873,0.1288,1,Medium
1,0,0,0,-1.1604449794583849,1,0,0,0,1,1,0,1,0,1,0.8497098165388122,-0.8515641442946497,0,1,0,0,0,1,0,0.3986901819893085,4,0,1,0,0.7476,0.1563,0,High
0,0,0,0,-0.9566396673579334,1,1,0,0,0,0,0,1,0,1,0.6135694242806301,-0.6545093922364151,0,1,0,0,0,1,0,0.6941168479569411,3,0,0,0,0.8912,0.1157,1,High
0,0,0,0,-1.078922854618204,1,0,0,0,1,0,0,1,0,0,0.6335249503869557,-0.7894013444177769,0,1,0,0,0,1,0,0.3904838857124298,3,0,0,0,0.8493,0.1436,1,High
1,0,1,1,1.4482630154273912,1,1,0,0,0,0,0,0,2,0,-1.3004981214177305,-0.2650102590121624,0,0,1,0,0,0,1,-1.1404827477020567,2,3,0,0,0.0013,0.2704,0,Low
0,0,1,0,-0.7935954176775724,1,0,0,0,0,0,0,1,0,0,-0.2960699740660276,-0.6849290164486961,1,0,0,0,0,1,0,-0.2210493128405693,2,1,0,0,0.4909,0.1324,1,Medium
1,0,1,1,-1.038161792198114,0,0,1,1,1,0,1,1,0,0,-0.1996182645521224,-0.8034530490031452,1,0,0,0,0,0,1,-0.0319762466212846,5,0,0,0,0.2128,0.1968,0,Low
0,0,1,1,-1.038161792198114,1,0,1,0,0,0,0,0,0,0,-0.4706808274963733,-0.8543436023445028,1,0,0,0,0,0,1,-0.505315415871647,2,0,0,0,0.1275,0.182,0,Low
1,0,1,1,-0.712073292837392,1,1,0,0,1,1,0,0,0,1,-0.1730108964103555,-0.6263618646839347,1,0,0,1,0,0,0,-0.1639334907534939,4,1,0,1,0.0827,0.1681,0,Low
1,0,0,0,-0.7528343552574821,1,1,0,0,0,1,1,0,0,1,0.8347431719590681,-0.4890213423157975,0,1,0,0,0,1,0,0.6360162703166401,4,1,1,0,0.7504,0.14,1,High
1,0,0,0,-1.2827281667186554,1,0,0,0,0,0,1,0,0,1,0.4688918600097724,-0.9740808903969038,0,1,0,0,0,1,0,-0.6467919636850356,2,0,0,0,0.969,0.1438,1,High
1,0,1,0,-1.038161792198114,0,0,1,1,1,0,0,0,2,0,-0.8747802311494592,-0.8853808839011955,1,0,0,0,0,0,1,-0.7938487929667014,3,0,0,0,0.0516,0.2161,0,Low
0,0,1,0,-0.6713122304173017,1,1,0,0,0,0,1,0,0,1,0.6684471210730246,-0.4008507564010137,0,1,0,0,0,1,0,0.7184074849365018,3,1,0,0,0.8955,0.1098,1,High
1,0,1,1,1.040652391226489,1,1,0,1,0,1,1,0,1,1,0.9927244203008097,1.3868701902354412,0,1,0,0,1,0,0,1.0784997655659387,5,3,1,1,0.0071,0.2293,0,Low
1,0,0,0,-1.1196839170382944,1,0,0,0,1,0,1,1,1,1,0.1712219289237545,-0.855645094605942,1,0,0,0,0,0,1,-0.0421520540046142,4,0,0,0,0.1991,0.1725,1,Low
0,0,0,0,-0.712073292837392,1,0,0,0,0,0,0,0,0,0,0.1379627187465458,-0.5700226911972303,0,1,0,1,0,0,0,0.0983397382555488,1,1,0,1,0.6256,0.1271,1,High
0,0,1,0,0.918369203966218,1,1,0,1,0,0,0,0,0,1,0.4289808077971219,0.8733542859296485,0,1,0,0,1,0,0,0.5582205816118301,3,3,0,1,0.5392,0.153,0,Medium
0,1,0,0,1.3667408905872107,1,1,0,0,1,1,1,1,1,1,1.26378698324506,2.069116845520013,0,1,0,0,1,0,0,1.4753562535157914,6,3,1,1,0.1927,0.2007,0,Low
1,0,1,0,1.3667408905872107,1,1,1,1,1,1,1,1,2,0,0.8929467897691834,1.6716764035818945,1,0,0,1,0,0,0,1.0341857656707936,8,3,1,1,0.0287,0.1768,0,Low
0,1,1,0,1.3667408905872107,1,1,0,1,1,0,1,1,2,1,0.5221065962933062,1.3139645644039777,1,0,0,1,0,0,0,0.6366727740187903,6,3,0,1,0.0228,0.2018,1,Low
0,0,0,0,-0.7935954176775724,1,0,0,1,0,0,0,0,1,1,0.3258772562477751,-0.5826184891850564,0,1,0,0,0,0,1,0.3228640043909494,2,1,0,0,0.2652,0.1353,0,Low
1,0,0,0,-0.9974007297780236,1,1,0,1,1,0,1,0,0,1,0.9694429731767632,-0.667590492423422,0,1,0,0,0,1,0,0.8789226401122487,5,0,1,0,0.8616,0.1373,1,High
1,1,0,0,-0.3859847934766699,1,1,0,1,1,0,1,1,0,1,1.3818571793741514,0.0867676578212269,0,1,0,0,0,1,0,1.454019883195907,6,1,1,0,0.7944,0.1709,1,High
1,0,1,1,0.918369203966218,1,1,1,1,0,0,1,0,0,1,1.0609058011640873,1.302405548387128,0,1,0,0,0,1,0,1.1280657950782855,5,3,1,0,0.0514,0.2374,1,Low
0,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,1,0.1978292970655213,-0.9776765385090151,0,1,0,0,0,0,1,-0.7807187189236956,1,0,0,0,0.9072,0.1505,1,High
1,0,0,0,-1.2827281667186554,1,0,0,0,0,1,0,0,0,0,0.3042587696325893,-0.9762647502932168,0,1,0,0,0,1,0,-0.7281984227516719,2,0,0,0,0.5819,0.1585,0,Medium
0,0,0,0,1.4890240778474817,1,1,0,1,1,1,1,1,2,1,1.518219941100707,2.280311538927103,0,1,0,1,0,0,0,1.5534801940716767,7,3,1,1,0.424,0.2142,0,Medium
1,0,0,0,-1.2827281667186554,1,1,0,1,0,0,0,1,0,1,0.8646764611185557,-0.9688308029694036,0,1,0,0,1,0,0,-0.4518103641463979,4,0,1,1,0.8833,0.1674,1,High
0,0,0,0,-0.5897901055771212,1,0,0,0,0,0,0,0,1,0,-1.4867496984100992,-0.8364756577383045,0,0,1,1,0,0,0,-1.2675162140681389,1,1,0,1,0.0358,0.1961,1,Low
0,0,0,0,0.7145638918657667,1,0,0,1,0,1,1,1,2,1,1.1756500762754574,1.213970252181882,0,1,0,0,0,0,1,1.300069765041663,5,3,1,0,0.049,0.2248,0,Low
0,0,0,0,-0.9158786049378432,1,0,0,0,0,0,0,0,0,0,-1.5299866716404704,-0.9369111537778368,0,0,1,0,0,0,1,-1.4556045247341984,1,0,0,0,0.2775,0.1658,0,Low
1,0,1,1,1.4890240778474817,1,1,0,0,1,0,0,0,2,1,0.4772066625540746,1.3825907072063022,0,1,0,0,1,0,0,0.5992520629962235,3,3,0,1,0.0037,0.2382,0,Low
1,0,0,1,0.0623868931443227,1,1,1,1,0,0,1,1,1,1,1.2953832329134083,0.522348440776774,0,1,0,0,0,1,0,1.3125433353825189,6,2,1,0,0.016,0.2537,0,Low
1,0,1,0,1.1221745160666692,1,0,1,1,1,1,0,0,1,1,0.0331962066883382,0.7241900372542001,1,0,0,1,0,0,0,0.1712116491942317,5,3,0,1,0.0404,0.1879,0,Low
1,0,1,1,0.7960860167059473,0,0,1,0,1,0,0,1,1,0,-0.6852027331393695,-0.0047338659152061,1,0,0,1,0,0,0,-0.5328885713619592,3,3,0,1,0.0081,0.2476,0,Low
0,1,0,0,-0.7528343552574821,1,0,1,1,0,0,0,0,0,0,0.4655659389920513,-0.5484046841428174,0,1,0,0,0,1,0,0.341574359902233,3,1,0,0,0.5045,0.1265,0,Medium
1,0,1,1,1.2036966409068497,1,1,1,1,0,0,1,1,0,1,1.3519238902146633,1.8531353076937311,0,1,0,0,0,1,0,1.4372790387910743,6,3,1,0,0.0382,0.2515,0,Low
0,0,1,0,0.8776081415461278,1,1,1,1,0,0,1,1,1,0,1.3868460609007325,1.533762342251089,0,1,0,1,0,0,0,1.4970208756867516,6,3,1,1,0.5573,0.1936,1,Medium
1,0,0,0,1.6113072651077522,0,0,1,0,1,1,1,1,2,1,-0.1214591206356819,0.9279949017192208,1,0,0,0,1,0,0,0.0313763606362188,5,3,0,1,0.0046,0.2425,0,Low
1,1,0,0,-1.2827281667186554,0,0,0,1,1,0,0,1,0,1,-0.7167989828077179,-0.9898090934885326,1,0,0,0,0,1,0,-1.232065014152023,3,0,0,0,0.9081,0.1687,1,High
1,0,1,1,1.2852187657470302,1,0,1,1,0,0,0,0,0,0,0.5387362013819106,1.2567209640915271,0,1,0,0,0,1,0,0.6507876036150219,3,3,0,0,0.0237,0.2119,0,Low
0,0,1,0,0.0623868931443227,1,1,0,0,0,0,0,0,0,0,-1.3354202921037994,-0.6647007384192097,0,0,1,0,0,1,0,-1.2110568956832135,2,2,0,0,0.2312,0.1626,0,Low
0,0,0,0,0.6330417670255862,1,0,0,1,0,0,0,0,1,0,0.3425068613363795,0.6555197760701315,0,1,0,0,0,1,0,0.5844807296978417,2,2,0,0,0.2977,0.1313,0,Low
1,1,0,0,1.2852187657470302,1,0,0,0,0,0,0,0,2,1,-1.4900756194278202,-0.4803520803031606,0,0,1,1,0,0,0,-1.3377621101982204,1,3,0,1,0.0169,0.2098,0,Low
1,1,1,0,0.1439090179845032,1,1,0,0,0,0,0,1,0,1,0.640176792422397,0.3241686699840749,0,1,0,0,0,1,0,0.7377743441499356,3,2,0,0,0.8118,0.1393,1,High
1,0,1,1,-0.2637016062163992,1,0,0,0,1,0,0,0,1,0,-0.4823215510583964,-0.4416382003230641,1,0,0,0,0,0,1,-0.3795949569098656,2,2,0,0,0.0064,0.2264,0,Low
1,0,0,0,-1.1604449794583849,1,0,0,0,0,0,1,1,0,1,0.7848543566932551,-0.8453875708505317,0,1,0,0,0,1,0,0.4906007002903496,3,0,0,0,0.9246,0.134,1,High
1,0,1,1,1.1221745160666692,1,1,1,0,1,1,1,1,2,1,1.5215458621184277,1.897099275101328,0,1,0,0,0,1,0,1.6017332161797233,7,3,1,0,0.0083,0.2666,0,Low
1,0,1,1,-0.712073292837392,1,0,0,0,0,0,0,0,2,0,-1.513357066551866,-0.8858882452912481,0,0,1,0,0,0,1,-1.3705872953057352,1,1,0,0,0.0062,0.2212,0,Low
0,0,1,0,0.3477143300849545,1,1,1,1,1,1,1,1,0,1,1.6213234926500537,1.018305229148574,0,1,0,1,0,0,0,1.6483449790323943,8,2,1,1,0.3996,0.164,1,Medium
0,0,0,0,-0.1414184189561284,1,0,0,0,0,0,0,0,1,0,-1.4800978563746574,-0.7365475230888247,0,0,1,0,0,0,1,-1.267187962217064,1,2,0,0,0.0217,0.2181,0,Low
0,0,0,0,-1.2419671042985652,1,0,0,0,0,0,0,0,0,0,-1.5083681850252848,-0.9967577386131652,0,0,1,0,0,0,1,-1.6413950724427315,1,0,0,0,0.6204,0.1467,0,High
1,1,0,0,1.4890240778474817,1,1,1,0,1,1,0,1,2,0,0.3075846906503099,1.2106834327419764,1,0,0,0,1,0,0,0.4164157819473666,6,3,0,1,0.0553,0.1799,0,Low
0,0,0,1,-0.7935954176775724,1,0,0,0,1,1,0,0,0,0,-0.3792179995090494,-0.6920982534820472,1,0,0,0,0,0,1,-0.2591265275652865,3,1,0,0,0.1614,0.1806,0,Low
0,0,1,1,0.755324954285857,1,1,0,0,1,0,0,1,1,1,0.84139501399451,1.0006137580693506,0,1,0,0,0,1,0,0.932427691837498,4,3,1,0,0.0094,0.2317,0,Low
0,0,0,0,-0.0191352316958577,1,1,1,0,0,0,1,1,1,0,0.3292031772654958,-0.0017117567657628,1,0,0,0,0,0,1,0.3281160340081521,5,2,0,0,0.2861,0.1523,0,Low
0,0,0,0,-0.1414184189561284,1,0,1,0,1,1,0,0,1,0,-0.2278885932027499,-0.2436790214390836,1,0,0,0,1,0,0,-0.0447780688132153,4,2,0,1,0.1632,0.1583,0,Low
1,0,1,1,1.040652391226489,1,1,1,1,1,1,0,0,2,0,0.2244366652072882,0.8574054909293012,1,0,0,0,1,0,0,0.4108355004790891,6,3,0,1,0.0043,0.241,0,Low
1,1,1,1,1.040652391226489,1,1,1,1,0,1,0,0,1,1,0.831417250941347,1.252485599444132,0,1,0,1,0,0,0,0.9091218104111624,5,3,0,1,0.0075,0.2152,0,Low
0,0,0,0,-1.2827281667186554,1,0,0,0,0,0,1,0,0,1,-0.327666223734376,-0.98464724282452,1,0,0,0,1,0,0,-1.0400376812730618,2,0,0,1,0.7576,0.151,1,High
0,1,1,0,0.918369203966218,1,1,0,1,1,1,0,0,0,0,0.8513727770476726,1.216771769422607,0,1,0,0,0,1,0,1.0144906546062848,5,3,1,0,0.3604,0.1652,0,Medium
1,0,1,0,1.6113072651077522,1,1,1,1,1,1,1,0,2,0,0.5803102141034214,1.556637723185197,1,0,0,1,0,0,0,0.6721239739349061,7,3,0,1,0.0103,0.2139,0,Low
1,0,1,0,1.1629355784867594,1,1,0,1,0,1,1,0,2,1,0.972768894194484,1.4786143650714647,0,1,0,0,0,1,0,1.0423920619476723,5,3,1,0,0.0553,0.2045,1,Low
0,1,1,0,-0.712073292837392,1,1,0,0,1,1,0,0,0,1,0.6052546217363279,-0.4537707553025815,0,1,0,0,0,1,0,0.6386422851252412,4,1,0,0,0.6714,0.1392,1,High
1,0,0,0,-1.2419671042985652,1,0,0,0,0,0,0,0,0,0,-1.4917385799366805,-0.994485641953365,0,0,1,0,0,0,1,-1.5849357540578064,1,0,0,0,0.426,0.1591,0,Medium
0,0,0,0,0.8368470791260375,1,0,1,1,1,1,0,1,2,0,1.1523686291514113,1.384178968949075,0,1,0,0,0,0,1,1.3545595723201374,6,3,1,0,0.0164,0.2427,0,Low
1,0,0,0,1.081413453646579,1,1,0,0,0,0,0,0,2,0,-1.325442529050637,-0.3425041965449709,0,0,1,0,0,0,1,-1.116192110722496,2,3,0,0,0.0105,0.2324,0,Low
0,1,0,0,-0.6305511679972114,1,0,0,1,1,0,1,0,0,1,0.8081358038173013,-0.348504296462114,0,1,0,0,0,1,0,0.7870121218112076,4,1,0,0,0.6462,0.1336,1,High
1,0,1,1,-0.4267458558967602,1,1,0,0,1,1,1,1,1,1,0.4589140969566099,-0.2748927765227512,1,0,0,0,0,0,1,0.4318436189478985,6,1,0,0,0.0184,0.1974,0,Low
1,0,0,0,-0.1821794813762187,1,0,0,0,1,1,0,1,0,0,0.8696653426451372,0.1497025293786146,0,1,0,0,0,1,0,1.0299184916068167,4,2,1,0,0.2341,0.1733,0,Low
0,0,0,0,0.6330417670255862,1,0,1,1,0,0,0,0,2,0,-0.3110366186457716,0.1502319499595389,1,0,0,0,1,0,0,-0.1826438462647773,3,2,0,1,0.1401,0.1785,0,Low
1,0,1,0,-1.201206041878475,0,0,0,0,0,1,0,0,0,1,-1.1624723991823145,-0.9682131456249916,1,0,0,0,0,1,0,-1.1857815031504273,1,0,0,0,0.722,0.1498,0,High
1,0,0,0,0.103147955564413,1,0,0,1,1,0,1,1,1,1,1.2471573781564558,0.5908642876247395,0,1,0,1,0,0,0,1.3634223722991663,5,2,1,1,0.2555,0.1873,1,Low
1,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,1,0.1562552843440105,-0.9782280182808114,0,1,0,0,0,1,0,-0.8010703336903546,1,0,0,0,0.9585,0.1379,1,High
1,0,0,0,1.2036966409068497,1,1,1,1,0,0,0,1,1,1,0.9129023158755084,1.5197106376657208,0,1,0,1,0,0,0,1.043705069351973,5,3,1,1,0.1662,0.1701,0,Low
1,0,0,1,0.4699975173452252,1,0,0,0,0,0,0,0,2,0,-1.5067052245164243,-0.6471636816760891,0,0,1,1,0,0,0,-1.3446553990707986,1,2,0,1,0.0085,0.2244,0,Low
1,0,0,0,1.4890240778474817,0,0,0,1,1,0,0,0,1,1,-0.9679060196456436,0.0906280162238007,1,0,0,1,0,0,0,-0.7741536819021926,2,3,0,1,0.1684,0.1879,0,Low
1,0,0,0,-0.4267458558967602,1,1,0,0,0,0,1,1,0,1,1.0060281043716928,-0.0548082291943053,0,1,0,0,0,1,0,1.1438218839298928,4,1,1,0,0.8405,0.1322,0,High
0,0,0,0,-1.038161792198114,1,1,0,0,0,0,0,0,0,1,0.3341920587920773,-0.7701657299775237,0,1,0,0,0,1,0,0.2775652489425792,2,0,0,0,0.8645,0.1156,1,High
1,0,1,1,0.5107585797653155,1,0,1,0,0,1,0,0,2,0,-0.3393069472963991,0.117738761805304,1,0,0,1,0,0,0,-0.1202759945604991,3,2,0,1,0.0084,0.2189,0,Low
1,0,0,0,-1.201206041878475,1,0,0,0,0,0,0,1,0,1,0.5154547542578644,-0.8969398999180449,0,1,0,0,0,1,0,0.1400277233420926,2,0,0,0,0.8648,0.1243,0,High
0,0,0,0,-0.5897901055771212,1,1,0,0,0,0,0,0,0,1,0.3092476511591708,-0.4151892304677161,0,1,0,0,0,1,0,0.3822775894355511,2,1,0,0,0.7055,0.121,0,High
1,0,0,0,-0.4267458558967602,1,1,1,1,0,0,0,0,0,0,-0.1946293830255412,-0.4553590170453547,1,0,0,0,0,1,0,-0.1521164241147886,4,1,0,0,0.2335,0.1572,1,Low
1,0,0,0,-0.5490290431570309,1,1,0,1,0,0,1,1,0,1,1.167335273731155,-0.156655513449636,0,1,0,0,0,1,0,1.2278543578051306,5,1,1,0,0.8384,0.169,1,High
1,0,0,0,-0.9158786049378432,1,0,1,1,1,1,1,1,0,1,1.5049162570298231,-0.5486252760515359,0,1,0,0,0,1,0,1.1707385357180546,7,0,1,0,0.8427,0.2144,1,High
0,0,0,0,0.266192205244774,1,1,0,1,1,0,1,1,0,1,1.2837425093513857,0.7533743467776572,0,1,0,0,0,1,0,1.3351927131067036,6,2,1,0,0.7365,0.1753,1,High
1,0,0,0,0.9591302663863084,1,1,1,0,0,1,1,1,0,1,1.3469350086880818,1.5475052181642517,0,1,0,0,0,0,1,1.39427804630023,6,3,1,0,0.1503,0.2397,0,Low
0,0,0,0,0.1439090179845032,0,0,1,1,1,1,0,1,2,1,-0.3908587230710724,-0.1701116198814644,1,0,0,0,0,0,1,-0.255844009054535,5,2,0,0,0.0222,0.2216,0,Low
0,0,0,0,0.3477143300849545,1,0,1,0,1,1,1,1,1,1,0.49882514916926,0.4561488089703526,1,0,0,1,0,0,0,0.6527571147214724,6,2,0,1,0.0845,0.1635,0,Low
1,0,1,1,-1.078922854618204,1,0,0,0,0,0,0,0,0,1,-0.6735620095773465,-0.8938516131959859,1,0,0,1,0,0,0,-0.7196638746237182,1,0,0,1,0.1702,0.1882,1,Low
1,1,1,0,-0.1414184189561284,1,1,0,0,1,0,1,1,0,1,1.1191094189742024,0.3164700123697994,0,1,0,0,0,1,0,1.3443837649368078,5,2,1,0,0.8977,0.172,1,High
1,0,0,0,0.4699975173452252,1,1,1,1,1,0,1,1,0,1,1.5514791512779156,1.1595722874919,0,1,0,0,0,1,0,1.6427646975641168,7,2,1,0,0.606,0.1749,0,High
0,0,0,0,-0.3044626686364894,1,0,0,0,0,0,0,0,0,1,-1.5183459480784474,-0.7741584435253287,0,0,1,0,1,0,0,-1.2707987325788903,1,2,0,1,0.07,0.2058,0,Low
1,0,1,0,-0.9974007297780236,1,0,0,0,0,0,0,0,1,0,-1.4950645009544017,-0.940992104089129,0,0,1,0,1,0,0,-1.3810913545401398,1,0,0,1,0.0233,0.2007,0,Low
1,0,0,0,-0.9974007297780236,1,0,0,0,1,0,1,1,0,1,0.9927244203008097,-0.6823039727349459,0,1,0,0,0,1,0,0.7574694552144446,4,0,1,0,0.8565,0.1325,1,High
1,0,0,0,0.8776081415461278,1,1,0,0,1,0,0,1,0,0,0.8164506063616035,1.1394322462259014,0,1,0,0,1,0,0,0.9636116176896372,4,3,0,1,0.2259,0.1785,0,Low
0,0,1,1,1.081413453646579,1,0,0,0,0,0,0,0,2,0,-1.4717830538303551,-0.4415499635595767,0,0,1,0,0,0,1,-1.2392865548756762,1,3,0,0,0.0049,0.2482,0,Low
0,0,0,0,-1.2827281667186554,0,0,0,0,0,0,0,0,0,0,-1.3387462131215204,-0.9980592308746046,1,0,0,0,0,1,0,-1.5389804949072856,0,0,0,0,0.7563,0.1601,1,High
1,0,0,0,-1.078922854618204,1,0,0,0,0,0,0,0,0,0,-1.4867496984100992,-0.9513378646080266,0,0,1,1,0,0,0,-1.3308688213256423,1,0,0,1,0.4334,0.1518,0,Medium
0,0,1,1,-0.9974007297780236,1,0,0,0,0,0,0,0,2,0,-1.5083681850252848,-0.9386097114749692,0,0,1,1,0,0,0,-1.361396243475631,1,0,0,1,0.0077,0.2183,0,Low
0,0,1,1,1.6113072651077522,1,0,0,0,0,0,0,0,2,0,-1.501716342989843,-0.4001669214839864,0,0,1,0,1,0,0,-1.3223342731976886,1,3,0,1,0.0013,0.2671,0,Low
0,0,0,0,-0.7935954176775724,0,0,0,0,1,1,0,0,2,0,-0.9795467432076664,-0.8102031614099312,1,0,0,0,0,0,1,-0.8867440668209681,2,1,0,0,0.025,0.2123,0,Low
0,0,1,1,1.6113072651077522,1,0,1,1,1,1,1,1,2,1,1.4849607309234982,2.4565424148023114,0,1,0,0,1,0,0,1.5892596458388677,7,3,1,1,0.0019,0.2764,0,Low
1,0,1,0,1.570546202687662,1,1,1,1,1,1,1,1,2,0,0.8546986980653932,1.816428814082973,1,0,0,1,0,0,0,0.9767416917326428,8,3,1,1,0.0098,0.2098,0,Low
0,1,0,0,-0.5082679807369407,1,0,0,0,0,0,1,0,0,0,0.5270954778198876,-0.2967534346767543,0,1,0,1,0,0,0,0.5805417074849403,2,1,0,1,0.5705,0.1398,0,Medium
0,0,1,1,1.407501953007301,1,0,0,1,0,0,0,0,1,0,-0.4756697090229548,0.5051202127058593,1,0,0,0,1,0,0,-0.2860431793534486,2,3,0,1,0.0064,0.2341,0,Low
1,0,1,0,1.570546202687662,1,1,0,0,0,0,0,0,2,1,-1.3420721341392414,-0.2076343035544809,0,0,1,0,0,1,0,-1.1148791033181955,2,3,0,0,0.0149,0.2326,0,Low
0,1,0,0,1.3259798281671205,0,0,0,1,1,0,1,1,2,1,-0.377555039000189,0.5431281985780565,1,0,0,1,0,0,0,-0.193147905499182,4,3,0,1,0.0308,0.2292,0,Low
1,0,1,0,-1.038161792198114,1,0,0,0,0,0,0,0,0,1,0.1695589684148941,-0.7753055214506648,0,1,0,1,0,0,0,0.2299687305366828,1,0,0,1,0.7506,0.1449,1,High
1,0,0,0,0.918369203966218,1,1,0,0,1,0,1,1,2,1,0.4306437683059823,0.8984797043326858,1,0,0,1,0,0,0,0.59137401857042,5,3,0,1,0.0324,0.195,0,Low
1,0,0,0,0.2254311428246837,1,0,0,0,0,0,0,0,1,0,-1.4884126589189597,-0.6868040476728033,0,0,1,0,0,0,1,-1.328242806517041,1,2,0,0,0.0502,0.187,0,Low
0,1,0,1,-0.2229405437963089,1,1,0,0,1,0,0,0,0,1,0.4389585708502844,-0.0667643106468479,0,1,0,0,0,1,0,0.5608465964204312,3,2,0,0,0.1018,0.1985,1,Low
0,0,0,1,-0.9566396673579334,1,0,0,0,0,1,1,1,0,1,0.1512664028174294,-0.7567978603091828,1,0,0,0,1,0,0,-0.0670991946863253,4,0,0,1,0.1478,0.1999,0,Low
1,0,0,0,-1.038161792198114,1,0,0,1,0,0,1,1,0,1,0.9777577757210656,-0.7137603789182038,0,1,0,0,0,1,0,0.8021117069606647,4,0,1,0,0.85,0.1489,1,High
0,1,0,0,0.103147955564413,1,1,1,1,1,1,1,1,1,1,1.5281977041538697,0.6836011260499963,0,1,0,1,0,0,0,1.5551214533270523,8,2,1,1,0.0941,0.2061,0,Low
0,1,1,0,0.3069532676648642,1,0,0,1,0,1,1,1,1,1,1.1423908660982487,0.7832645504090138,0,1,0,0,1,0,0,1.3095890687228422,5,2,1,1,0.4069,0.1699,1,Medium
1,0,1,1,1.2852187657470302,1,1,1,1,1,0,0,0,0,1,0.8962727107869041,1.620763791049665,0,1,0,0,0,1,0,1.0673392026293835,5,3,1,0,0.0283,0.2328,0,Low
0,0,1,1,-0.0598962941159479,1,0,0,0,0,0,0,0,2,0,-1.4584793697594718,-0.701098403357762,0,0,1,0,0,0,1,-1.2271412363858956,1,2,0,0,0.0125,0.2125,0,Low
1,0,1,0,-0.5897901055771212,1,1,1,0,0,0,1,1,0,1,1.1490427081336905,-0.239951018181741,0,1,0,0,0,1,0,1.0683239581826092,5,1,1,0,0.8683,0.1592,1,High
